id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
3ba433cddcd773d6,judge judy parodies to be an inclusive article  i have repeatedly added reference to a judge judge parody from comedy centrals  series the man show  yet  each and everytime i post it user by the name of meshach keeps deleting it  as a parody of the show  this should be included along with all other parodies  meshach s reverts constitute vandalism as i am able to cite my sources and provide references  via the form of video links i would like the opinion s of other editors before i move forward in a dispute resolution with an administrator  many thanks ,0.0,0.0,0.0,0.0,0.0,0.0
fe963e61252047f2,user rlandmann does not appear to like any reference on the internet why don t we all give up and leave wikipedia to him he does not seem to like anyone elses input quite honestly  i am getting sick and tired of this nitpicking and other crap people like him keep throwing in the paths of people trying to serious articles on wiki no wonder so many people just give up and leave pretty soom it will just be rlandmann ,0.0,0.0,0.0,0.0,0.0,0.0
46970e2849faa361,  on your user talk page  and someone will show up shortly to answer your questions here are a few good links for newcomers  user pages the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style my faq page glossary what wikipedia is not requested articles reference desk assume good faith sandbox  this page is for testing i hope you enjoy editing here and being a wikipedian  please sign your name on talk pages using four tildes this will automatically produce your name and the date  if you need help  check out wikipedia where to ask a question  ask me or an experienced wikipedian like and  and leave your message on our talk page  again  welcome if you want to tell me something or if you just want to say hi  leave your message under the talk section of my talk page  once you ve become an experienced wikipedian  please take your time to visit this page  wikiprojects anonymous category user specific welcome templates ,0.0,0.0,0.0,0.0,0.0,0.0
0fed60b513d1dd8f, page is in rough shape with the recent purge of content  the page is not as informative as it once was the biggest problem is the first section which had the proposed benefits of basic income topic removed one editor may appear to  hate  naturalfinance net  since the reason for removal was declaring that site to be a blog also removed were affordability calculations that were researched and verified with working links  but also published on a platform that can be declared to be a blog meanwhile the content left in the top section has poor references that do not appear to match the content for instance there is no reference for any conclusive argument or data that basic income creates a disincentive to work  and the link to reciprocity is not online  and the topic not a major issue both of those topics have good quality blog classifiable sources available in order to be bold  i would recommend that eligible source material be broadened to include any quality content  including from sources that are not government funded basic income is after all not within any traditional government agenda  and so limiting information to sources funded by interests against basic income harms the quality of the article  and prejudices suppresses the article from being informative and enlightening barring this broadened content eligibility  we all need guidance for what is eligible content  and perhaps what makes naturalfinance net ineligible  the content there was written in and has been adopted  whether independently or without attribution  by other authors here is the major recent deletion https en wikipedia org w index php title basic income diff oldid specifically the proposed benefits section should be reproduced some of these can be sourced elsewhere  but we need a clear understanding of why it was originally deleted proposed benefits  naturalfinance net describes several purported benefits of social dividends and basic income wealth redistribution is the best possible economic development program because the wealthy don t spend as great a portion of their income as the poor do basic income is the most efficient possible form of wealth redistribution because there is no bureaucratic overhead needed to filter recipients  or find and punish abusers basic income as an alternative to public retirement pensions  such as social security in the us  is the only possible prevention of generational theft that will occur if the funding sustainability of future retiree pensions and care is threatened  reduced crime as a result of lower levels of desperation balanced power in the labour market as a result of not needing work out of desperation  and better competitive position of workers if some people choose not to work better work opportunities as a result of people better able to afford an education or business start up smaller government made possible and attractive by the alternative of increased basic income to offset any program cost reduction viewed this way  the cost of every government program is paid for equally by each citizen  even if the source of government revenue is progressive income taxation social justice is achieved efficiently and automatically  with less requirement on charity and welfare it is easier for volunteer home owners to help the poor and secluded through group homes by being able to rely on their certain income its possible and easier for the disadvantaged to group up and help themselves in the same manner natural finance s definition of social dividends  variable basic income  tax revenue surplus over social program expenses  essentially allows the level of basic income paid to citizens to rise with economic  productivity  and automation growth  the affordability of basic income adjusts automatically to the performance of the economy  ,0.0,0.0,0.0,0.0,0.0,0.0
2dca487e9b3b8d43,alleged photo user porky pig porky pig  put this link of an alleged photo of jack chick in the first paragraph of the article  photo of jack chick  centre since he has been  block  indefinitely  i have removed this until it can be verified ,0.0,0.0,0.0,0.0,0.0,0.0
cd8610280b98b39f,update regarding wvit hi  i have decided to discuss the controversy with cowberg  cowberg claims that there was no such discussion on wt tvs  so  watch both his and my talk page for updates  thank you  on the arctic ice ,0.0,0.0,0.0,0.0,0.0,0.0
c1d4c9ad2092a85f,oh my fuck  ing god they bloked me what im gonna do with my other wikipedia accounts  ,1.0,1.0,0.0,0.0,0.0,1.0
5d61e72302f26132,i do think that his very valid point was made though  and unfortunately  it probably couldn t have been done any other way ,0.0,0.0,0.0,0.0,0.0,0.0
9260dab8bee91fa1, reverts is not rapidly approaching  rr and you know i don t care about your warnings  liar  ,0.0,0.0,0.0,0.0,0.0,0.0
7a331bf0ea11cf2b,cerro grande fire oddly enough  cerro grande didn t burn in the cerro grande fire it did burn in the las conchas fire of i can fix this  but not right now  talk ,0.0,0.0,0.0,0.0,0.0,0.0
06329edd43401485,no need  as abstracts are intended for non experts  this particular abstract is very clear  thanks for the offer though  not for your misinterpretation of the paper  ,0.0,0.0,0.0,0.0,0.0,0.0
31068ca2476b6ea6,el benderson june,0.0,0.0,0.0,0.0,0.0,0.0
f91fef69ca5d1db4,hey  it wasn t a test ,0.0,0.0,0.0,0.0,0.0,0.0
4198a8971c2ec200,august utc following your argument here  we should remove any sources here which comment on the judge reports  since the judges took everything the prosecution took as truth they should be just as invalid please use your arguments for both sides here ,0.0,0.0,0.0,0.0,0.0,0.0
491b9d84b488384f,that has nothing to do with what i m saying  i can find articles that say teh same thing about turkey s influence in the middle east  the provided articles state that in each reason turkey has a growing influence  so why only write that the influence is present in the middle east if it has growing influence in both areas  you are selectively telling the truth  including the middle east to state that turkey is middle eastern and excluding the balkans to say turkey cannot have an influence in europe when both articles state the same thing august est ,0.0,0.0,0.0,0.0,0.0,0.0
24dd6fc63266e4af,lucky is the best you added more to randall weems ,0.0,0.0,0.0,0.0,0.0,0.0
fcc2a9fa17bbad89,i know the images i ve uploaded in the past were not expectional but if you re suspicious of me copying the author and link  i swear i didn t this time you can help upload the image at wikipedia from the website  it s abc news so i m sure it s not from random website  thank you  rihanna knowles january pst ,0.0,0.0,0.0,0.0,0.0,0.0
4ddeff4d162f8358,  faggot dude  you are a fuck  ing faggot you made the right choice coming to america  but your still a  pussy geeky ass brit  so fuck you  nigger i don t give a fuck what you think  i ll do what i want  when i want  where i want  and you can t do  shit  about it bitch i ll change my ip  go fuck yourself kid  get laid  jesus christ  have some laughs in your life fuck  ing loser  sincerly  the dragon  ,1.0,1.0,0.0,1.0,1.0,1.0
08d00271ffc7d44f,freeland  pa you are really  really  gay  for reverting my good edit to freeland  pa stupid liberals tilde tilde tilde tilde,0.0,0.0,0.0,1.0,0.0,1.0
c09b5944e61c655e, june utc  i assume these events were your final project  i sent a reply to your e mail  by the way  talk contribs ,0.0,0.0,0.0,0.0,0.0,0.0
eea1b76deb33716b,i think a pass remains a pass even if it is batted sometimes you hear a pass being incomplete when it s batted down but further down on this page  i recalled that a pass was batted up in the air in the end zone  and the quarterback was able to get to the ball and bat it out of the end zone and i recall that roger staubach  still playing for navy had a pass batted up in the air  he caught it  threw it again  and drew a penalty call for throwing that  nd pass ,0.0,0.0,0.0,0.0,0.0,0.0
ffdb72145bf3a984,what idiot gave this troll rollback privileges anyway his editing history clearly indicates this account is an spi on this site for trolling and article maintenance of linux articles he is involved in this account is being used by groklaw it appears and is some sort of paid editing ,0.0,0.0,0.0,1.0,0.0,1.0
1962a2a5711e688c,that last comment actually made me laugh  thanks  ring  ,0.0,0.0,0.0,0.0,0.0,0.0
0ff1483fee621a38,the whole section needs to be rewritten ,0.0,0.0,0.0,0.0,0.0,0.0
2cc487aaf954615e,g damnit  and i was so sure i checked the spelling i ll do it pronto mar utc ,0.0,0.0,0.0,0.0,0.0,0.0
43114df4a3c71116,that s certainly easier to make  if some editor would like to turn it into something a little more fancy  i d be very content ,0.0,0.0,0.0,0.0,0.0,0.0
2c05baa3675fca3f,image tagging for image algorehowarddean jpg moved from my talk page  aco  thanks for uploading image algorehowarddean jpg  the image has been identified as not specifying the source and creator of the image  which is required by wikipedia s policy on images if you don t indicate the source and creator of the image on the image s description page  it may be deleted some time in the next seven days if you have uploaded other images  please verify that you have provided source information for them as well for more information on using images  see the following pages  wikipedia image use policy wikipedia image copyright tags  this is an automated notice by for assistance on the image use policy  see wikipedia media copyright questions ,0.0,0.0,0.0,0.0,0.0,0.0
2bffe1c0f117ee3f,and i definately didn t know you were browsing for everyone in the north of england and messaging them  asking them to come look at your anti semitic myspace  not a good idea if i were you ,0.0,0.0,0.0,0.0,0.0,0.0
4d3eb487786e8a48, did you manage to read that refutation i did and it essentially says that boas never actually meant to postulate primate of nurture over nature it is by pure accident that all around misunderstood him in that way  so much for refutation ,0.0,0.0,0.0,0.0,0.0,0.0
a34706eec1bd4509,fascist leader clerofascist he was more correctly clerofascist leader please correct it ,0.0,0.0,0.0,0.0,0.0,0.0
5e7c0fee945df07c, i have reviewed the changes by user bueller and i would just like to say i agree with his assessment  this article is becoming a hobby horse upon which to hang any negative quote  article or opinion piece on feith is being dredged up and tacked on  its extremely unencyclopedic  in my opinion  the article should stick to historical facts that are  manifestly true such as the fact he served in the bush administration  under which bureau  some of his acts and accomplishments there etc  all this subterfuge smacks of character assassination by editors out to paint this man in a negative fashion  you can dig up negative articles on nearly any public figure  that doesn t make them encyclopedic nor scholarly  ,0.0,0.0,0.0,0.0,0.0,0.0
4ce9ea52804868c3,this article should not at all be deleted  just because someone is a pop rapper doesn t necessarily mean they are bad at all  kanye west is a pop rapper no matter if you like it or not ll cool j was probably the first pop rapper to come around  pop rap is a real sub genre it is in fact a style of hip hop in which has pop influence by having more dance friendly beats with lesws brashful lyrics while having commercial appeal by being catchy or discussing subjects that most pop artist discuss ,0.0,0.0,0.0,0.0,0.0,0.0
1e92bae62ffcd75a, you re right further action must be taken and i m taking it alright  i posted the notice of rumours in the article  in a very prominent place  but explaining it s only a rumour so far for many weeks now but i won t you to push an uncomfirmed rumor  originating from a  forum which was then confirmed by a series of posts on some random fansite  as already estabilished fact  you re free to come back when you ll get any official  as in  from the creators  confirmation in a magazine and or an actually respectable website  requirements  it has a wikipedia article  like ign and unlike trmk you might even go and write a separate article on mortal kombat  hd arcade kollection  or w hate ver  and you know what  i d help you out with it also stop your disruptive edits  like reverting my further attempts to finish the very important reception section  which has been mostly written by me already  and now i m going to finish it ,0.0,0.0,0.0,0.0,0.0,0.0
a92c34f45ee75ec8, doug  this simpleton  who thinks the execrable rodney castleden is a reliable source  has added in numerous factual errors and blatant lies to the article  like gildas saying of ambrosius though brave on foot  he was braver still on horseback  nowhere does gildas say this please revert back to the previous version of the article  which has been relatively stable for years  ,0.0,0.0,0.0,0.0,0.0,0.0
e6d603642a9d51c9, june utc my thoughts exactly ,0.0,0.0,0.0,0.0,0.0,0.0
2da7ce5591f27460,no no no i m not the one that added that comment it just got me thinking is all i always assumed that it was jason making that noise it never occurred to me that it could be considered music or a soundtrack i was just wondering what fans  opinions are how is this covered in  say  the novelizations or comic book versions of the f series  as i ve never read them ,0.0,0.0,0.0,0.0,0.0,0.0
41ad78745b80fcd5, style background color  f fa  padding cellpadding class mainpagebg style border  px solid lightgrey  background color lightgrey  vertical align top  color font size hello  ajjamma  welcome to wikipedia  thank you for your contributions  you may benefit from following some of the links below  which will help you get the most out of wikipedia  if you have any questions you can ask me on my talk page  or place helpme on your talk page and ask your question there  please remember to sign your name on talk pages by clicking  or by typing four tildes this will automatically produce your name and the date  if you are already loving wikipedia you might want to consider being adopted by a more experienced editor or joining a wikiproject to collaborate with others in creating and improving articles of your interest  click here for a directory of all the wikiprojects  finally  please do your best to always fill in the edit summary field  happy editing  width style background color white class mainpagebg style width border  px solid white  background color lightgrey  vertical align top getting started wikipedia tutorial the five pillars of wikipedia  how to  edit a page upload an image getting help frequently asked questions  where to ask questions or make comments  request administrator attention policies and guidelines neutral point of view reliable sources  verifiability citing sources no original research  what wikipedia is not biographies of living persons manual of style three revert rule sock puppetry  copyrights policy for non free content image use policy  external links spam vandalism  deletion policy conflict of interest notability  class mainpagebg style width border  px solid lightgrey  background color seashell  vertical align top width cellpadding cellspacing style vertical align top  background color seashell the community ,0.0,0.0,0.0,0.0,0.0,0.0
fe6b0c1e221b997b, who is dreadstar and how is it that they are able to censor me so i log into wikipedia one evening and find a few things worth commenting on suddenly all my edits are  block  by dreadstar  who is this censor why does he have the right to determine that what my opinions about particular edits on archeological topics are vandalism wtf and who the heck is dreadstar  ,0.0,1.0,0.0,0.0,0.0,0.0
95c41bd521d554de,wikipedia talk verifiability age of unreferenced i made a post to wikipedia talk verifiability age of unreferenced that you might be interested in ,0.0,0.0,0.0,0.0,0.0,0.0
fb3304bef15753cc,all of this was simply because i was trying to add a new userbox to my main page and wayneolajuwon took it upon himself to police the world telling me that i wasnt allowed to do what i clearly was  although i m sure some of you appreciate someone who is so clearly  extremely dedicated to making sure wikipedia is never edited by who has a less than perfect knowledge of how the site works  i can t help noticing all his obvious false positives  perhaps toning it down a bit would be good also i m sure you are aware that if you block a username someone could potentially just get a new one ,0.0,0.0,0.0,0.0,0.0,0.0
c2f06261390e8451,double lol at block attempt  hey bumm you should know better  i never remain  block  if i don t want to be ,0.0,0.0,0.0,0.0,0.0,0.0
a92129d8bac014bf, ocelot kitten picture i actually think that kitten is an adult mar gay it can be very difficult to tell the difference though  ,0.0,0.0,0.0,0.0,0.0,0.0
6d2b688bd55aa6ce,  let your voice be heard ,0.0,0.0,0.0,0.0,0.0,0.0
454e5218482fa8e2,zulfiqar ali bhutto stop vandalizing zulfiqar ali bhutto  as much as you  hate  it  bhutto was a shi a muslim  as is his whole family ,0.0,0.0,0.0,0.0,0.0,0.0
b76382eda7c78eb1,  i haven t ventured much into the world of anime film  my taste runs a little closer to rainer werner fassbinder and old school herzog  that s not to say i don t also enjoy the occasional guilty pleasures  and everyone should watch shaun of the dead at least once in their lives  bons mots  ,0.0,0.0,0.0,0.0,0.0,0.0
9e2c6d8192e9b966,you re a dick  feel free to delete my wikipedia account i dont care i can t believe you didnt even give me a chance to edit my article  you removed it literally minutes after i originally posted it  dick move suck  it,0.0,1.0,0.0,1.0,0.0,1.0
f789c6e2262fccb8,kosovo police it is very clear that republic of kosovo s police force uses the mp  smg as i have shown in a video and photos also the official website but people like user talk koalorka who bring political and nationalistic propaganda are ruing the article by stupid remarks that kosova is not a country  that is a whole different topic and has nothing to do with this  and maybe he should complain to the countries that recognize kosova as a state ,0.0,0.0,0.0,0.0,0.0,0.0
2bcc57340106771b,i ve been  block apparently because i normally use a vpn  strictly for security and privacy reasons  given csis and nsa intrusions i have turned off the vpn temporarily and will try to remember not to use it to edit w pedia ,0.0,0.0,0.0,0.0,0.0,0.0
efbf94c054cffe38,ivan alexander of bulgaria fac hi  today i ve nominated the article ivan alexander of bulgaria for a featured article  believing it meets all criteria  this is the article s third nomination  see the previous ones and because the previous ones received relatively little attention  i d like to invite you to voice your opinion about it  be it as a vote or a comment  on the article s nomination page  thanks  ,0.0,0.0,0.0,0.0,0.0,0.0
c743b1babe18a7c5, february this is the only warning you will receive for special contributions safesubst basepagename your disruptive edits if you vandalize any other wikipedia page  as you did to an innocent man  you will be  block  from editing grammatically incorrect  correct it  reason  abuse grammatically incorrect  correct it ,0.0,0.0,0.0,0.0,0.0,0.0
d5922e4e41c6d7e8,this is one of the few sites i check daily but for some reason the pedantic crazy admins  hate  this site and the nerd and id bet money on it getting deleted  this site gets tons of traffic and has a huge following much larger than many of the webcomics that have massive articles on this site,0.0,0.0,0.0,0.0,0.0,0.0
56aaeac3467ddfeb,hi john  the wording you quote is mine  the article as i found it back in july did indeed only talk about  open systems as an interoperability phenomenon  with the exception of one line it can also be defined as a system that allows access by other systems  hence  open  system  so the article really wasn t talking about social synergy even before then  but i changed the wording precisely because i thought that aspect  although not in the scope of this article  in my opinion was still worth discussing  what i had been thinking about when i did my edit was the mit ai lab systems that were available for open access via the arpanet back in the late s early s i think it would be great if you could create an article to discuss the social aspect  maybe using your article as the foundation for it  and it could be linked to from this article and others but i still do think it s a different topic from open systems as covered on this page ,0.0,0.0,0.0,0.0,0.0,0.0
4efa344ed401b680, a  easy answer  go to the user talk page  create a new section  and put this subst the original barnstar put your message here b  there s lots more choices  see wikipedia barnstars if you want to give me a barnstar here  that s absolutely fine it s best to put the barnstar on the user talkpage and let them move it to their user page  if they wish to do so  ,0.0,0.0,0.0,0.0,0.0,0.0
92c192f73e70a984,not a misspelling  both are fine ,0.0,0.0,0.0,0.0,0.0,0.0
73a8b64f3719982c,first of all  it s what he said  we report what he said  not whether we feel it works  second  he said it because  as he made clear  both pvs and mcs are clinical diagnoses  whose pathological basis has not been agreed  so his findings cannot be taken to support either  ronabop is spot on  i think  he s not saying knowing knows where the line is  he s saying no one has established there is a line ,0.0,0.0,0.0,0.0,0.0,0.0
4559e8b4eda279f8, to get around the stupid censor  i ve changed the swears with more appropriate words  i think you can figure out what s what what a flying absolute house  you suffer from unwarranted self importance so hard that you probably left because you got hurt as people started calling you out  seriously kid  thank god you re only on the internet because i am extremely sorry for your off line life  also  i liked how you have your atheistic faith as one of the first boxes about you  as if that actually is important  don t worry  i ain t hatin  on atheists  just the aardvark ones fare well and grow the fish up signed bitch ,0.0,0.0,0.0,0.0,0.0,0.0
5cbbc466f5219858, edit request on march it would be nice to see this page retitled sega mega drive  after all that is the consoles worldwide name  genesis is simply the north american name  as it currently is this page title is for the minority and needs to be changed read the faq at the top of the page  fully protected  that s weird i thought it was supposed to be a hour protection  wasn t that over a week ago this is a long running content dispute  and admins are only allowed to make edits to protected pages if those edits have consensus  if you disagree with the protection  you should ask  about it  as he is the one that protected the page  if talking with him doesn t resolve things  you can make a request for unprotection at wp rfpp  best talk i agree  the page should be renamed to suit a worldwide english speaking audience not north america only your opinion has been noted  please read the faq  thank you au ,0.0,0.0,0.0,0.0,0.0,0.0
a6edfc844de3cdb9,  also  where i live  cookie is pronounced k  ki  ameise  chat  ,0.0,0.0,0.0,0.0,0.0,0.0
2c37cb0ff927bd53,please have my account permanently deleted i did ask for this account to be permently deleted at the beginning of april and was told that it would be by user  musical linguist  it seems she didn t do this as was requested it now seems that someone else has been editing using the account because the edits on april th and april rd are not by me and i am amazed that user  deskana would want my talk page unprotected why could that be  he said so he can contact me  but  over hours later  he hasn t  now  could someone now please permanently delete it ,0.0,0.0,0.0,0.0,0.0,0.0
8e7daed744b133f1,yellowcard and ryan key please stop incorrectly editing ryan key and yellowcard  i don t know where you get your information  but none of it is correct  ryan key is not an original member of yellowcard  you have no sources to back this up because it isn t true  thank you ,0.0,0.0,0.0,0.0,0.0,0.0
c255fd6490d2e66c,  gears  are we friends still after all i ve sent you about you not adhereing to wp civil cause i am the  rd person here to have acted rashly today contact memy work  ,0.0,0.0,0.0,0.0,0.0,0.0
55076c29e206e143,why don t you research it and add it then that s the wiki bit in the name ,0.0,0.0,0.0,0.0,0.0,0.0
2a06326ec6fd4e81,insult me once more and i swear you go down  understand little coward ,0.0,0.0,1.0,1.0,0.0,1.0
9dd33e1f10ee78c3,indigenous peoples of north america,0.0,0.0,0.0,0.0,0.0,0.0
0b680c5414c2c6e6,i ve requested a change to wolfpuss congratulations to all dirty thinkers in our community i submit to your naughtiness ,0.0,0.0,0.0,0.0,0.0,1.0
a77289c0940a4b22, the random acts of kindness barnstar for offering a helping hand with archiving ,0.0,0.0,0.0,0.0,0.0,0.0
ebddfacc39829c06,right  i hope this is not going to happen with all articles i create where a person s first name is also linda  anyway  thanks for your message ,0.0,0.0,0.0,0.0,0.0,0.0
8011b936e2c888bd,interesting article you might be interested in this wikipedia wikipedia signpost op ed ,0.0,0.0,0.0,0.0,0.0,0.0
f76f03cf1258173a,oh cry me a river all you wiki admin  jerk s you all have one hand on your mouse and the other down your pants get a life haha,0.0,0.0,0.0,1.0,0.0,1.0
27dd2cd665f4cfe4,  see wp recentism  which says recentism is writing or editing without a long term  historical view resulting in muddling or diffusion of the timeless facets of a subject  previously recognized by wikipedia consensus  let s don t do that when the calculator article was split into mechanical and electronic parts  the titles should have been adjusted to reflect that the prior concensus was that both are important facets of calculators  ,0.0,0.0,0.0,0.0,0.0,0.0
08ff307d7d98ce9b,possible images so i just removed a huge mate  ad from the article  because in my opinion  although i believe it was added in good faith by user krw it s inappropriate for an article about a general product or service to feature prominently the advertising or image of one single product within the class  some examples i looked at included soft drink where the main picture shows a variety of brands on a supermarket shelf  with a photo of the diet pepsi product line much lower down potato chip where two of the three pictures are of chips without packaging  and the third is a non current ad  fast food where all of the food is shown unwrapped  and only the big mac is clearly identifiable plus a nondescript interior photo and a photo of several adjacent restaurants  chocolate bar with an unwrapped chocolate bar shown this brings up a quandry  what do we use for images  my best ideas are to make mockups of a hypothetical dating site front page or ad and use them instead of real images  suggestions ,0.0,0.0,0.0,0.0,0.0,0.0
dfe19ad8866b4c00, more congratulations  this one from south africa d hey phaedriel  congratulations on your adminship  it is wonderful to see such a gifted and kind wikipedian join the ranks of admins  i m certain you ll make a fantastic admin  we need more like you  anyway  take care  and thanks for all the kindness you ve passed on to me and others  all the best  s p s  sorry the congrats are somewhat belated  but this is africa after all  only just got the news via the old bush telegraph  p  ,0.0,0.0,0.0,0.0,0.0,0.0
4ee5942374182a7b, july please stop  if you continue to vandalize wikipedia  as you did to user hu  you will be  block  from editing  t c  ,0.0,0.0,0.0,0.0,0.0,0.0
5b615dfd56074562,arvanites are as ethnic albanians as the britons are ethnic british  the albanian posistion is contradictory to also most every wikipedia ethnic article ,0.0,0.0,0.0,0.0,0.0,0.0
1f21ceecb1dc2492,in order for it to be considered a holocaust there would have to be an actual genocide  not the ouster of people who continuously wage an unsuccessful war of conquest,0.0,0.0,0.0,0.0,0.0,0.0
b5eedf3a16b2e5af,no  they have zero control over their land ,0.0,0.0,0.0,0.0,0.0,0.0
8e69cb92ffb9263b, please do not delete relevant contributions and censor criticisms placed in the proper criticisms sections of articles doing so undermines the integrity of wikipedia and makes you look stupid  ,0.0,0.0,0.0,0.0,0.0,1.0
e94d37e7a853f250,ok  i ll use argentines  fair enough  on the use of the  k  term  the newspaper articles show that they  argentines  don t know that it could cause offense and hence don t say it in any offensive or racists way  i doubt those papers would use any offensive words because they aren t tabloids  maybe places like el malvinense would if they knew it causes offense but i wont use it anymore since some people see it as akin to the n word  fine,0.0,0.0,0.0,0.0,0.0,0.0
4714cfc05b20c2b1,god  you have been of no help  you gave me a warning for accusing a clique of users of sockpuppetry yet when they made the same accusations towards me you were a mute  i am very annoyed that this clique can go page to page changing anything they wish  make accusations of sockpuppetry  edit warring and vandalism while you stand back and watch ,0.0,0.0,0.0,0.0,0.0,1.0
3b70efdb71e65b5f,there is real cause  the article was deleted by an administrator found later in an arbitration case to have been engaging in disruptive sock puppetry ,0.0,0.0,0.0,0.0,0.0,0.0
f0a03ba873ca4282,december thank you for experimenting with  wikipedia  your test worked  and it has been reverted or removed  please use the sandbox for any other tests you may want to do  take a look at the welcome page to learn more about contributing to our encyclopedia ,0.0,0.0,0.0,0.0,0.0,0.0
8e2b4fd42835c610,ga am i wasting my time  i feel like i m fighting the good fight  but am wondering if it s worth it  esp  as it doesn t seem like we have much support from others  what s your take  i feel like giving up ,0.0,0.0,0.0,0.0,0.0,0.0
